FISCAL_YEAR,DISTRICT_ID,DISTRICT NAME, PROPTAX , FEDERAL , STATE , LOCAL , TOTAL ,MEMBER
2019-20,1897,Maple Dale-Indian Hill," $8,083,970.00 "," $374,375.14 "," $781,357.53 "," $972,617.56 "," $10,212,320.23 ",412
2019-20,3304,Marathon City," $4,517,385.00 "," $385,700.53 "," $4,767,746.43 "," $363,776.43 "," $10,034,608.39 ",682
2019-20,3311,Marinette," $9,495,791.00 "," $2,102,189.59 "," $18,054,935.29 "," $542,099.28 "," $30,195,015.16 ",2204
2019-20,3318,Marion," $2,153,931.00 "," $673,741.39 "," $3,730,836.47 "," $178,143.23 "," $6,736,652.09 ",493
2019-20,3325,Markesan," $5,594,447.00 "," $838,820.30 "," $4,565,175.55 "," $502,141.19 "," $11,500,584.04 ",832
2019-20,3332,Marshall," $4,986,129.00 "," $985,124.26 "," $9,711,351.56 "," $591,714.01 "," $16,274,318.83 ",1027
2019-20,3339,Marshfield," $19,674,103.00 "," $2,990,842.67 "," $28,870,696.93 "," $2,238,539.82 "," $53,774,182.42 ",4002
2019-20,3360,Mauston," $8,116,978.00 "," $2,074,061.45 "," $12,274,082.90 "," $692,468.80 "," $23,157,591.15 ",1453
2019-20,3367,Mayville," $6,487,876.00 "," $1,037,460.69 "," $8,185,944.70 "," $1,909,058.69 "," $17,620,340.08 ",1103
2019-20,3381,McFarland," $17,449,473.00 "," $1,294,742.10 "," $16,027,162.78 "," $1,710,820.45 "," $36,482,198.33 ",2365
2019-20,3409,Medford Area," $7,660,328.00 "," $2,048,799.34 "," $17,998,965.89 "," $971,874.31 "," $28,679,967.54 ",2188
2019-20,3427,Mellen," $1,063,840.00 "," $401,794.72 "," $2,770,128.25 "," $135,447.80 "," $4,371,210.77 ",287
2019-20,3428,Melrose-Mindoro," $4,753,518.00 "," $721,444.23 "," $6,803,637.97 "," $255,241.29 "," $12,533,841.49 ",783
2019-20,3430,Menasha," $16,872,823.00 "," $3,874,214.74 "," $35,086,934.15 "," $1,487,209.82 "," $57,321,181.71 ",3708
2019-20,3434,Menominee Indian," $2,900,000.00 "," $8,827,604.40 "," $10,478,574.59 "," $344,310.23 "," $22,550,489.22 ",980
2019-20,3437,Menomonee Falls," $37,423,121.00 "," $1,863,150.57 "," $14,585,889.91 "," $5,985,494.22 "," $59,857,655.70 ",3877
2019-20,3444,Menomonie Area," $16,636,418.00 "," $3,263,400.93 "," $26,585,648.96 "," $1,335,509.21 "," $47,820,977.10 ",3565
2019-20,3479,Mequon-Thiensville," $40,480,740.00 "," $1,435,498.32 "," $5,860,514.24 "," $3,805,694.06 "," $51,582,446.62 ",3589
2019-20,3484,Mercer," $2,226,281.00 "," $283,523.56 "," $441,625.82 "," $216,264.04 "," $3,167,694.42 ",161
2019-20,3500,Merrill Area," $10,952,040.00 "," $2,552,814.37 "," $22,308,796.10 "," $1,333,270.72 "," $37,146,921.19 ",2579
2019-20,3528,Merton Community," $4,458,166.00 "," $304,024.50 "," $4,100,875.91 "," $615,670.88 "," $9,478,737.29 ",805
2019-20,3549,Middleton-Cross Plains," $72,941,637.00 "," $3,115,718.12 "," $33,879,012.08 "," $4,367,216.15 "," $114,303,583.40 ",7530
2019-20,3612,Milton," $18,409,568.00 "," $1,579,549.47 "," $25,862,823.97 "," $1,427,117.70 "," $47,279,059.14 ",3557
2019-20,3619,Milwaukee," $262,887,645.00 "," $188,444,688.00 "," $710,670,579.90 "," $32,370,758.10 "," $1,194,373,671.00 ",75384
2019-20,3633,Mineral Point," $4,527,044.00 "," $652,726.61 "," $5,770,839.86 "," $859,061.63 "," $11,809,672.10 ",711
2019-20,3640,Minocqua J1," $6,877,596.00 "," $445,226.39 "," $1,661,144.92 "," $396,954.07 "," $9,380,921.38 ",599
2019-20,3661,Mishicot," $4,055,039.00 "," $480,307.36 "," $5,844,462.28 "," $535,428.13 "," $10,915,236.77 ",842
2019-20,3668,Mondovi," $4,467,529.00 "," $960,084.99 "," $8,529,851.87 "," $314,067.28 "," $14,271,533.14 ",929
2019-20,3675,Monona Grove," $30,386,454.00 "," $1,508,588.47 "," $19,395,405.88 "," $4,759,208.17 "," $56,049,656.52 ",3244
2019-20,3682,Monroe," $12,103,160.00 "," $1,992,164.81 "," $20,559,785.43 "," $1,121,529.25 "," $35,776,639.49 ",2474
2019-20,3689,Montello," $5,385,464.00 "," $940,805.02 "," $3,996,805.36 "," $529,597.09 "," $10,852,671.47 ",731
2019-20,3696,Monticello," $2,464,463.00 "," $300,355.58 "," $2,623,727.74 "," $180,317.93 "," $5,568,864.25 ",359
2019-20,3787,Mosinee," $10,058,330.00 "," $1,192,011.95 "," $14,849,306.35 "," $678,110.24 "," $26,777,758.54 ",2058
2019-20,3794,Mount Horeb Area," $13,954,066.00 "," $1,128,463.95 "," $16,598,972.21 "," $2,770,860.71 "," $34,452,362.87 ",2443
2019-20,3822,Mukwonago," $28,336,635.00 "," $2,615,391.89 "," $27,865,748.71 "," $2,767,495.64 "," $61,585,271.24 ",4842
2019-20,3857,Muskego-Norway," $32,207,499.00 "," $1,773,044.59 "," $27,963,112.71 "," $4,651,762.14 "," $66,595,418.44 ",4965
2019-20,3871,Necedah Area," $4,913,992.00 "," $1,749,864.03 "," $5,237,393.46 "," $229,700.47 "," $12,130,949.96 ",731
2019-20,3892,Neenah," $30,962,611.00 "," $4,497,241.30 "," $46,101,877.10 "," $2,557,793.37 "," $84,119,522.77 ",7080
2019-20,3899,Neillsville," $3,880,840.00 "," $1,022,340.50 "," $6,765,721.57 "," $446,734.01 "," $12,115,636.08 ",956
2019-20,3906,Nekoosa," $11,114,630.00 "," $1,165,612.43 "," $5,223,321.51 "," $787,780.60 "," $18,291,344.54 ",1146
2019-20,3920,New Auburn," $3,266,350.00 "," $416,534.78 "," $1,063,559.23 "," $323,214.74 "," $5,069,658.75 ",294
2019-20,3925,New Berlin," $49,109,185.00 "," $2,087,389.37 "," $9,304,628.14 "," $3,141,999.93 "," $63,643,202.44 ",4573
2019-20,3934,New Glarus," $5,943,729.00 "," $588,205.45 "," $7,065,635.15 "," $867,110.60 "," $14,464,680.20 ",950
2019-20,3941,New Holstein," $7,050,042.00 "," $589,823.46 "," $7,763,457.07 "," $604,582.83 "," $16,007,905.36 ",1171
2019-20,3948,New Lisbon," $3,478,871.00 "," $680,076.73 "," $4,646,830.16 "," $100,168.46 "," $8,905,946.35 ",608
2019-20,3955,New London," $9,262,313.00 "," $2,272,079.65 "," $18,334,410.99 "," $2,394,948.47 "," $32,263,752.11 ",2389
2019-20,3962,New Richmond," $17,437,478.00 "," $1,926,331.06 "," $28,385,319.05 "," $2,843,037.45 "," $50,592,165.56 ",3600
2019-20,3969,Niagara," $1,283,890.00 "," $480,294.67 "," $3,176,710.03 "," $91,651.28 "," $5,032,545.98 ",343
2019-20,2177,Nicolet UHS," $19,135,597.00 "," $350,030.86 "," $2,225,359.20 "," $2,198,156.04 "," $23,909,143.10 ",1050
2019-20,4690,North Cape," $1,388,577.00 "," $103,628.29 "," $1,202,617.68 "," $64,418.08 "," $2,759,241.05 ",199
2019-20,2016,North Crawford," $1,693,919.00 "," $775,678.30 "," $4,394,287.52 "," $138,832.59 "," $7,002,717.41 ",473
2019-20,3983,North Fond Du Lac," $5,838,620.00 "," $1,316,664.03 "," $12,127,195.72 "," $1,322,368.15 "," $20,604,847.90 ",1400
2019-20,3514,North Lake," $2,664,579.00 "," $107,318.91 "," $766,096.57 "," $256,123.31 "," $3,794,117.79 ",271
2019-20,616,North Lakeland," $3,093,542.50 "," $184,546.29 "," $612,006.75 "," $186,345.93 "," $4,076,441.47 ",129
2019-20,1945,Northern Ozaukee," $6,843,089.00 "," $496,418.16 "," $4,417,877.45 "," $993,373.18 "," $12,750,757.79 ",790
2019-20,1526,Northland Pines," $20,402,910.00 "," $1,206,316.63 "," $2,825,053.74 "," $819,311.11 "," $25,253,591.48 ",1272
2019-20,3654,Northwood," $3,865,170.00 "," $355,004.71 "," $849,743.57 "," $446,704.46 "," $5,516,622.74 ",327
2019-20,3990,Norwalk-Ontario-Wilton," $1,783,495.00 "," $1,093,386.48 "," $6,933,632.79 "," $813,754.83 "," $10,624,269.10 ",638
2019-20,4011,Norway J7," $884,717.00 "," $38,112.96 "," $385,496.91 "," $58,710.66 "," $1,367,037.53 ",93
2019-20,4018,Oak Creek-Franklin," $37,018,775.00 "," $3,485,772.88 "," $41,795,736.57 "," $6,985,005.66 "," $89,285,290.11 ",6306
2019-20,4025,Oakfield," $2,319,285.00 "," $396,809.95 "," $4,485,951.54 "," $674,404.95 "," $7,876,451.44 ",507
2019-20,4060,Oconomowoc Area," $56,079,494.00 "," $2,809,608.46 "," $17,597,839.63 "," $3,201,689.11 "," $79,688,631.20 ",5627
2019-20,4067,Oconto," $4,744,668.00 "," $1,142,908.03 "," $8,979,810.77 "," $281,935.62 "," $15,149,322.42 ",1058
2019-20,4074,Oconto Falls," $10,582,226.00 "," $1,201,867.52 "," $14,092,764.49 "," $733,037.47 "," $26,609,895.48 ",1747
2019-20,4088,Omro," $5,545,300.00 "," $919,438.82 "," $10,042,407.71 "," $422,181.27 "," $16,929,327.80 ",1317
2019-20,4095,Onalaska," $18,453,768.00 "," $1,842,551.38 "," $18,316,862.82 "," $1,464,877.85 "," $40,078,060.05 ",3012
2019-20,4137,Oostburg," $5,338,753.00 "," $578,342.28 "," $6,635,275.57 "," $477,266.10 "," $13,029,636.95 ",986
2019-20,4144,Oregon," $29,058,509.00 "," $1,569,187.34 "," $26,350,245.37 "," $4,215,702.36 "," $61,193,644.07 ",3937
2019-20,4165,Osceola," $8,864,614.00 "," $1,080,732.35 "," $12,166,757.48 "," $1,024,511.53 "," $23,136,615.36 ",1659
2019-20,4179,Oshkosh Area," $51,418,741.00 "," $8,904,597.84 "," $75,861,785.08 "," $3,550,632.72 "," $139,735,756.60 ",10125
2019-20,4186,Osseo-Fairchild," $4,814,994.00 "," $1,027,000.50 "," $7,551,392.97 "," $315,039.38 "," $13,708,426.85 ",910
2019-20,4207,Owen-Withee," $2,141,971.00 "," $787,180.80 "," $4,287,035.80 "," $147,071.81 "," $7,363,259.41 ",506
2019-20,4221,Palmyra-Eagle Area," $8,747,423.00 "," $457,130.62 "," $4,837,664.61 "," $413,159.80 "," $14,455,378.03 ",986
2019-20,4228,Pardeeville Area," $5,778,982.00 "," $602,494.20 "," $5,373,901.51 "," $318,504.81 "," $12,073,882.52 ",860
2019-20,4235,Paris J1," $1,635,536.00 "," $140,771.21 "," $545,793.67 "," $159,204.60 "," $2,481,305.48 ",173
2019-20,4151,Parkview," $5,149,741.00 "," $766,438.03 "," $6,545,037.80 "," $723,709.12 "," $13,184,925.95 ",821
2019-20,490,Pecatonica Area," $3,105,479.00 "," $369,620.10 "," $3,520,309.24 "," $230,465.40 "," $7,225,873.74 ",425
2019-20,4270,Pepin Area," $3,505,905.00 "," $232,515.24 "," $778,891.57 "," $217,405.30 "," $4,734,717.11 ",266
2019-20,4305,Peshtigo," $3,454,089.00 "," $898,138.45 "," $9,066,064.84 "," $363,350.44 "," $13,781,642.73 ",1014
2019-20,4312,Pewaukee," $27,769,261.72 "," $881,024.98 "," $11,535,654.47 "," $1,275,511.03 "," $41,461,452.20 ",2826
2019-20,4330,Phelps," $3,017,886.00 "," $206,717.68 "," $351,426.63 "," $200,250.31 "," $3,776,280.62 ",123
2019-20,4347,Phillips," $4,624,328.00 "," $901,925.26 "," $4,844,425.57 "," $348,573.50 "," $10,719,252.33 ",767
2019-20,4368,Pittsville," $3,076,583.00 "," $551,258.65 "," $4,529,863.54 "," $497,108.35 "," $8,654,813.54 ",581
2019-20,4389,Platteville," $8,849,421.00 "," $1,341,849.48 "," $10,342,809.34 "," $914,561.86 "," $21,448,641.68 ",1536
2019-20,4459,Plum City," $1,745,799.00 "," $270,856.73 "," $2,153,145.08 "," $353,179.45 "," $4,522,980.26 ",253
2019-20,4473,Plymouth," $13,060,970.55 "," $1,322,130.41 "," $14,799,465.55 "," $2,135,236.72 "," $31,317,803.23 ",2279
2019-20,4508,Port Edwards," $2,202,735.00 "," $494,342.09 "," $3,918,897.52 "," $192,892.45 "," $6,808,867.06 ",477
2019-20,4515,Port Washington-Saukville," $17,204,571.00 "," $1,304,207.14 "," $17,456,622.23 "," $1,421,646.47 "," $37,387,046.84 ",2714
2019-20,4501,Portage Community," $12,367,771.00 "," $1,506,893.40 "," $16,416,163.12 "," $692,841.04 "," $30,983,668.56 ",2274
2019-20,4529,Potosi," $2,043,931.00 "," $425,914.20 "," $2,943,643.29 "," $337,262.35 "," $5,750,750.84 ",321
2019-20,4536,Poynette," $7,504,750.00 "," $530,106.39 "," $6,562,609.80 "," $1,169,490.22 "," $15,766,956.41 ",1068
2019-20,4543,Prairie Du Chien Area," $5,958,203.00 "," $1,116,527.76 "," $9,720,512.34 "," $494,901.57 "," $17,290,144.67 ",1083
2019-20,4557,Prairie Farm," $1,458,445.00 "," $377,515.62 "," $3,025,556.17 "," $314,801.37 "," $5,176,318.16 ",321
2019-20,4571,Prentice," $3,096,548.00 "," $431,867.84 "," $2,567,998.39 "," $456,920.28 "," $6,553,334.51 ",416
2019-20,4578,Prescott," $9,239,889.00 "," $774,811.77 "," $10,312,288.73 "," $1,048,137.51 "," $21,375,127.01 ",1408
2019-20,4606,Princeton," $3,301,153.00 "," $323,041.26 "," $1,806,052.02 "," $121,596.89 "," $5,551,843.17 ",386
2019-20,4613,Pulaski Community," $16,357,771.00 "," $2,127,420.02 "," $30,396,273.98 "," $2,549,180.33 "," $51,430,645.33 ",4123
2019-20,4620,Racine," $93,465,547.00 "," $28,279,661.95 "," $189,476,405.50 "," $3,778,223.20 "," $314,999,837.60 ",21710
2019-20,4627,Randall J1," $5,543,109.00 "," $410,146.16 "," $2,477,324.47 "," $182,888.77 "," $8,613,468.40 ",592
2019-20,4634,Randolph," $2,827,399.00 "," $468,743.04 "," $5,066,589.37 "," $198,864.97 "," $8,561,596.38 ",542
2019-20,4641,Random Lake," $5,704,685.00 "," $657,367.65 "," $4,651,657.70 "," $880,580.95 "," $11,894,291.30 ",820
2019-20,4686,Raymond #14," $3,854,013.00 "," $138,456.56 "," $1,019,864.99 "," $227,190.81 "," $5,239,525.36 ",339
2019-20,4753,Reedsburg," $12,638,072.00 "," $3,475,380.30 "," $22,417,089.43 "," $1,591,304.71 "," $40,121,846.44 ",2842
2019-20,4760,Reedsville," $4,283,752.00 "," $554,733.12 "," $5,454,872.04 "," $186,788.90 "," $10,480,146.06 ",661
2019-20,4781,Rhinelander," $24,547,462.00 "," $2,498,669.59 "," $9,646,455.67 "," $1,729,201.14 "," $38,421,788.40 ",2481
2019-20,4795,Rib Lake," $2,369,422.00 "," $442,967.77 "," $3,812,754.57 "," $226,237.61 "," $6,851,381.95 ",492
2019-20,4802,Rice Lake Area," $17,719,011.21 "," $2,008,553.62 "," $15,033,767.33 "," $794,733.77 "," $35,556,065.93 ",2299
2019-20,4851,Richland," $5,896,188.00 "," $1,909,686.70 "," $11,748,636.68 "," $660,105.23 "," $20,214,616.61 ",1444
2019-20,3122,Richmond," $2,613,222.00 "," $79,116.32 "," $2,258,598.23 "," $229,138.29 "," $5,180,074.84 ",426
2019-20,4865,Rio Community," $2,922,820.00 "," $363,410.04 "," $3,217,634.84 "," $182,393.50 "," $6,686,258.38 ",422
2019-20,4872,Ripon Area," $7,050,176.50 "," $1,801,975.04 "," $13,277,319.38 "," $1,010,162.91 "," $23,139,633.83 ",1620
2019-20,4893,River Falls," $20,274,257.00 "," $1,725,165.44 "," $21,624,063.42 "," $3,140,717.75 "," $46,764,203.61 ",3456
2019-20,4904,River Ridge," $2,725,416.00 "," $677,318.92 "," $5,435,851.65 "," $372,912.51 "," $9,211,499.08 ",563
2019-20,5523,River Valley," $9,653,154.00 "," $1,048,842.41 "," $7,696,240.99 "," $939,068.15 "," $19,337,305.55 ",1249
2019-20,3850,Riverdale," $3,228,498.00 "," $883,204.78 "," $6,632,182.78 "," $292,107.84 "," $11,035,993.40 ",746
2019-20,4956,Rosendale-Brandon," $3,238,459.00 "," $426,074.51 "," $7,594,231.46 "," $463,426.79 "," $11,722,191.76 ",911
2019-20,4963,Rosholt," $3,554,101.00 "," $407,595.90 "," $3,599,989.23 "," $166,153.33 "," $7,727,839.46 ",519
2019-20,1673,Royall," $2,323,901.00 "," $957,112.45 "," $5,501,167.14 "," $141,525.05 "," $8,923,705.64 ",583
2019-20,2422,Saint Croix Central," $7,588,479.00 "," $808,232.15 "," $13,997,982.85 "," $1,565,502.87 "," $23,960,196.87 ",1628
2019-20,5019,Saint Croix Falls," $7,119,667.00 "," $809,872.62 "," $7,518,702.93 "," $1,164,591.73 "," $16,612,834.28 ",1152
2019-20,5026,Saint Francis," $7,515,012.00 "," $911,337.42 "," $5,386,165.02 "," $482,350.47 "," $14,294,864.91 ",848
2019-20,5068,Salem," $7,101,345.00 "," $713,965.21 "," $8,617,460.83 "," $217,554.88 "," $16,650,325.92 ",1118
2019-20,5100,Sauk Prairie," $20,005,123.00 "," $1,812,819.11 "," $16,114,919.06 "," $2,198,913.07 "," $40,131,774.24 ",2752
2019-20,5124,Seneca," $1,662,011.00 "," $446,779.28 "," $2,295,846.46 "," $104,818.12 "," $4,509,454.86 ",266
2019-20,5130,Sevastopol," $10,204,072.00 "," $540,618.15 "," $1,264,562.70 "," $578,648.50 "," $12,587,901.35 ",549
2019-20,5138,Seymour Community," $7,804,889.00 "," $2,195,273.71 "," $20,015,193.48 "," $1,516,359.47 "," $31,531,715.66 ",2239
2019-20,5258,Sharon J11," $1,147,104.00 "," $359,088.97 "," $2,502,167.28 "," $410,008.22 "," $4,418,368.47 ",239
2019-20,5264,Shawano," $13,580,057.00 "," $2,303,995.60 "," $19,677,005.75 "," $1,357,335.59 "," $36,918,393.94 ",2522
2019-20,5271,Sheboygan Area," $36,978,916.00 "," $9,948,907.30 "," $93,788,271.50 "," $5,489,880.89 "," $146,205,975.70 ",10434
2019-20,5278,Sheboygan Falls," $9,350,200.00 "," $1,114,472.47 "," $12,240,652.20 "," $902,902.17 "," $23,608,226.84 ",1647
2019-20,5306,Shell Lake," $4,211,520.00 "," $797,582.16 "," $4,861,302.33 "," $1,343,528.07 "," $11,213,932.56 ",623
2019-20,5348,Shiocton," $3,447,623.00 "," $480,469.10 "," $5,924,061.06 "," $488,688.42 "," $10,340,841.58 ",711
2019-20,5355,Shorewood," $22,405,811.00 "," $864,582.29 "," $7,246,291.78 "," $4,889,988.94 "," $35,406,674.01 ",1861
2019-20,5362,Shullsburg," $1,440,390.00 "," $323,890.33 "," $3,332,376.84 "," $261,952.67 "," $5,358,609.84 ",347
2019-20,5369,Silver Lake J1," $2,188,399.00 "," $361,819.36 "," $3,173,719.11 "," $180,315.02 "," $5,904,252.49 ",443
2019-20,5376,Siren," $4,960,118.00 "," $948,141.65 "," $1,977,363.00 "," $266,029.82 "," $8,151,652.47 ",456
2019-20,5390,Slinger," $17,083,618.00 "," $1,440,678.42 "," $16,561,065.23 "," $2,116,183.22 "," $37,201,544.87 ",2890
2019-20,5397,Solon Springs," $2,509,414.00 "," $448,119.75 "," $1,927,778.20 "," $318,967.19 "," $5,204,279.14 ",310
2019-20,5432,Somerset," $8,813,074.00 "," $637,750.02 "," $11,335,644.69 "," $2,683,519.40 "," $23,469,988.11 ",1564
2019-20,5439,South Milwaukee," $13,553,017.00 "," $2,720,023.47 "," $26,962,183.20 "," $2,063,239.56 "," $45,298,463.23 ",3011
2019-20,4522,South Shore," $3,386,532.00 "," $317,475.42 "," $718,719.12 "," $120,721.28 "," $4,543,447.82 ",206
2019-20,5457,Southern Door County," $10,398,328.65 "," $899,746.80 "," $3,140,033.27 "," $1,268,539.40 "," $15,706,648.12 ",1060
2019-20,2485,Southwestern Wisconsin," $3,258,731.00 "," $549,936.93 "," $4,797,858.75 "," $350,188.42 "," $8,956,715.10 ",566
2019-20,5460,Sparta Area," $11,454,025.00 "," $3,163,344.03 "," $27,210,494.89 "," $1,328,233.85 "," $43,156,097.77 ",3257
2019-20,5467,Spencer," $3,219,916.00 "," $509,645.28 "," $6,665,345.97 "," $398,239.18 "," $10,793,146.43 ",739
2019-20,5474,Spooner," $16,213,908.00 "," $1,610,124.71 "," $2,775,325.79 "," $209,604.77 "," $20,808,963.27 ",1241
2019-20,5586,Spring Valley," $2,999,676.00 "," $521,770.34 "," $6,756,673.03 "," $1,384,466.01 "," $11,662,585.38 ",772
2019-20,5593,Stanley-Boyd Area," $2,818,088.00 "," $1,053,266.99 "," $10,337,613.64 "," $1,094,120.72 "," $15,303,089.35 ",1111
2019-20,5607,Stevens Point Area," $41,164,263.00 "," $6,750,472.32 "," $50,223,092.76 "," $4,343,522.48 "," $102,481,350.60 ",7524
2019-20,5614,Stockbridge," $2,098,235.00 "," $118,964.61 "," $1,188,845.33 "," $107,512.08 "," $3,513,557.02 ",239
2019-20,3542,Stone Bank School District," $3,420,184.00 "," $207,952.96 "," $407,340.89 "," $186,466.17 "," $4,221,944.02 ",293
2019-20,5621,Stoughton Area," $25,853,970.00 "," $2,027,068.42 "," $16,207,066.46 "," $4,716,412.89 "," $48,804,517.77 ",2997
2019-20,5628,Stratford," $3,636,618.00 "," $415,959.14 "," $7,741,237.60 "," $337,982.78 "," $12,131,797.52 ",893
2019-20,5642,Sturgeon Bay," $9,038,368.00 "," $1,242,172.91 "," $6,343,854.20 "," $1,085,683.50 "," $17,710,078.61 ",1093
2019-20,5656,Sun Prairie Area," $69,379,792.00 "," $4,845,513.30 "," $61,382,672.33 "," $3,962,869.42 "," $139,570,847.10 ",8536
2019-20,5663,Superior," $21,798,492.00 "," $4,424,179.57 "," $39,620,838.16 "," $2,597,629.09 "," $68,441,138.82 ",4598
2019-20,5670,Suring," $4,437,146.00 "," $660,708.75 "," $1,228,575.42 "," $117,817.60 "," $6,444,247.77 ",403
2019-20,3510,Swallow," $5,262,900.00 "," $149,190.49 "," $810,518.91 "," $409,791.50 "," $6,632,400.90 ",423
2019-20,5726,Thorp," $2,299,976.00 "," $800,703.89 "," $5,327,482.22 "," $256,863.09 "," $8,685,025.20 ",583
2019-20,5733,Three Lakes," $8,563,746.00 "," $449,235.59 "," $1,362,328.50 "," $248,371.05 "," $10,623,681.14 ",491
2019-20,5740,Tigerton," $1,546,528.00 "," $339,270.96 "," $1,959,446.23 "," $506,600.71 "," $4,351,845.90 ",253
2019-20,5747,Tomah Area," $12,855,733.00 "," $2,912,084.65 "," $23,527,879.21 "," $1,396,537.29 "," $40,692,234.15 ",3248
2019-20,5754,Tomahawk," $14,021,134.00 "," $1,082,064.94 "," $3,312,350.80 "," $584,648.99 "," $19,000,198.73 ",1165
2019-20,126,Tomorrow River," $4,494,926.26 "," $803,049.21 "," $7,365,339.94 "," $530,875.52 "," $13,194,190.93 ",942
2019-20,5780,Trevor-Wilmot Consolidated," $3,234,150.00 "," $373,432.26 "," $4,285,976.70 "," $495,473.46 "," $8,389,032.42 ",456
2019-20,4375,Tri-County Area," $2,713,490.00 "," $936,435.36 "," $4,871,996.78 "," $377,637.12 "," $8,899,559.26 ",640
2019-20,5810,Turtle Lake," $5,021,343.00 "," $483,054.07 "," $1,643,312.00 "," $710,483.21 "," $7,858,192.28 ",494
2019-20,5817,Twin Lakes #4," $4,396,699.00 "," $413,629.19 "," $2,044,061.57 "," $81,475.20 "," $6,935,864.96 ",431
2019-20,5824,Two Rivers," $5,666,081.00 "," $1,616,449.91 "," $16,376,914.96 "," $449,773.89 "," $24,109,219.76 ",1736
2019-20,5859,Union Grove J1," $3,554,912.00 "," $437,381.45 "," $5,830,908.93 "," $352,017.70 "," $10,175,220.08 ",580
2019-20,5852,Union Grove UHS," $6,086,515.00 "," $206,747.12 "," $4,742,294.86 "," $1,387,248.60 "," $12,422,805.58 ",724
2019-20,238,Unity," $10,767,256.00 "," $1,230,421.27 "," $3,885,712.68 "," $390,422.21 "," $16,273,812.16 ",1079
2019-20,5866,Valders Area," $5,506,951.00 "," $583,627.86 "," $6,670,079.33 "," $1,046,030.08 "," $13,806,688.27 ",955
2019-20,5901,Verona Area," $61,608,664.00 "," $3,008,925.32 "," $27,957,092.02 "," $2,684,838.23 "," $95,259,519.57 ",5690
2019-20,5985,Viroqua Area," $5,326,525.00 "," $1,509,260.53 "," $8,687,182.53 "," $336,730.51 "," $15,859,698.57 ",1129
2019-20,5992,Wabeno Area," $5,528,279.00 "," $1,116,591.15 "," $1,057,558.36 "," $272,173.10 "," $7,974,601.61 ",389
2019-20,6022,Walworth J1," $2,584,327.00 "," $477,930.37 "," $3,364,793.43 "," $138,025.58 "," $6,565,076.38 ",425
2019-20,6027,Washburn," $3,098,330.00 "," $749,915.93 "," $3,702,972.59 "," $483,727.35 "," $8,034,945.87 ",517
2019-20,6069,Washington," $1,469,677.00 "," $72,190.40 "," $182,437.75 "," $15,761.80 "," $1,740,066.95 ",72
2019-20,6104,Washington-Caldwell," $1,464,168.00 "," $98,194.72 "," $587,084.33 "," $86,458.12 "," $2,235,905.17 ",158
2019-20,6113,Waterford Graded," $10,931,062.00 "," $855,554.63 "," $8,965,053.33 "," $608,645.98 "," $21,360,315.94 ",1405
2019-20,6083,Waterford UHS," $8,945,777.00 "," $310,191.19 "," $7,144,735.41 "," $997,567.79 "," $17,398,271.39 ",1095
