School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,2660,  NA,Cooperative Ed Serv Agcy 03,Ithaca,73,Exceeds Expectations,K4,12,NA,446,0.00%,0.40%,0.90%,2.90%,0.70%,94.20%,0.90%,16.80%,47.80%,0.70%,0.00%,4.70%,54.5,27.8,26.7,66.1,32.1,34,81.6,42.7,38.9,NA,NA,NA,85.7,38.9,37,5.6,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.20%,99.00%,99.30%,Lowest Subgroup Rate: Econ Disadv,98.60%,98.80%,98.60%,99.00%,16.50%,33.50%,25.00%,25.00%,0.336,0.502,0.293,0.424,0.246,0.425,0.275,0.405,0.337,0.434,0.288,0.405,0.337,0.423,0.31,0.418,0.29,0.406,0.325,0.41,NA,NA,,NA,,,K-12,3,Rural,Richland Center,Public school district,N,N
2018-19,5960,  NA,Cooperative Ed Serv Agcy 03,Kickapoo Area,70.4,Meets Expectations,K4,12,NA,520,0.00%,0.40%,0.20%,1.90%,0.00%,94.20%,3.30%,12.30%,47.30%,0.20%,0.00%,3.80%,59.2,31.6,27.6,66.9,38.7,28.2,68.6,36,32.6,NA,NA,NA,84.5,36.8,37.3,5.8,4.6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.50%,99.50%,99.50%,Lowest Subgroup Rate: SwD,97.50%,98.40%,97.50%,98.40%,16.80%,33.20%,25.00%,25.00%,0.438,0.502,0.399,0.424,0.426,0.425,0.371,0.405,0.428,0.434,0.341,0.405,0.435,0.423,0.32,0.418,0.412,0.406,0.367,0.41,NA,NA,,NA,,,K-12,3,Rural,Viola,Public school district,N,N
2018-19,2912,  NA,Cooperative Ed Serv Agcy 03,Lancaster Community,78.9,Exceeds Expectations,K4,12,NA,963,0.00%,0.30%,1.80%,2.40%,0.00%,94.20%,1.30%,16.40%,39.30%,1.50%,0.00%,3.30%,66.7,33.1,33.6,71.7,34.9,36.8,87.3,19.3,18,50,NA,50,89.2,38.8,37.5,5.2,7.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.00%,98.60%,98.00%,98.60%,Lowest Subgroup Rate: SwD,92.40%,92.20%,92.40%,92.20%,22.10%,27.90%,25.00%,25.00%,0.512,0.502,0.46,0.424,0.464,0.425,0.427,0.405,0.425,0.434,0.45,0.405,0.446,0.423,0.461,0.418,0.415,0.406,0.455,0.41,NA,NA,,NA,,,K-12,3,NA,Lancaster,Public school district,N,N
2018-19,3633,  NA,Cooperative Ed Serv Agcy 03,Mineral Point Unified,86.4,Significantly Exceeds Expectations,K4,12,NA,763,0.00%,0.10%,1.30%,1.70%,0.00%,94.90%,2.00%,10.10%,26.10%,0.10%,0.00%,3.90%,84.1,40.9,43.2,82.2,37.8,44.4,83.9,42.2,41.7,NA,NA,NA,95.1,40,38,7.9,9.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.60%,98.10%,98.60%,98.10%,Lowest Subgroup Rate: SwD,95.90%,94.60%,95.90%,94.60%,30.90%,19.10%,25.00%,25.00%,0.656,0.502,0.59,0.424,0.511,0.425,0.575,0.405,0.604,0.434,0.615,0.405,0.56,0.423,0.662,0.418,0.576,0.406,0.666,0.41,NA,NA,,NA,,,K-12,3,Rural,Mineral Point,Public school district,N,N
2018-19,2016,  NA,Cooperative Ed Serv Agcy 03,North Crawford,69.3,Meets Expectations,K4,12,NA,456,0.00%,0.00%,1.30%,6.40%,0.00%,90.40%,2.00%,18.40%,67.10%,0.20%,0.00%,5.30%,52.7,26.7,26,61.3,29.2,32.1,73.4,38.4,35,NA,NA,NA,83,38.2,35.4,5.2,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.30%,99.40%,99.30%,99.10%,Lowest Subgroup Rate: SwD,98.00%,98.00%,98.00%,96.10%,5.00%,45.00%,25.00%,25.00%,0.391,0.502,0.362,0.424,0.328,0.425,0.276,0.405,0.344,0.434,0.305,0.405,0.335,0.423,0.327,0.418,0.274,0.406,0.306,0.41,NA,NA,,NA,,,K-12,3,Rural,Soldiers Grove,Public school district,N,N
2018-19,490,  NA,Cooperative Ed Serv Agcy 03,Pecatonica Area,77.8,Exceeds Expectations,K4,12,NA,400,0.00%,0.00%,0.00%,0.80%,0.00%,98.80%,0.50%,11.80%,39.00%,0.00%,0.00%,2.80%,66.9,33.5,33.4,76.5,42.5,34,76.7,42.2,34.5,NA,NA,NA,89.9,38.6,37.6,7.4,6.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.90%,100%,99.90%,Lowest Subgroup Rate: White,100%,99.90%,100%,99.90%,22.30%,27.70%,25.00%,25.00%,0.442,0.502,0.425,0.424,0.347,0.425,0.415,0.405,0.368,0.434,0.431,0.405,0.446,0.423,0.457,0.418,0.482,0.406,0.4,0.41,NA,NA,,NA,,,K-12,3,Rural,Blanchardville,Public school district,N,N
2018-19,4389,  NA,Cooperative Ed Serv Agcy 03,Platteville,76.8,Exceeds Expectations,K4,12,NA,"1,519",0.10%,3.20%,4.30%,2.40%,0.10%,86.00%,3.90%,12.60%,36.60%,1.30%,0.00%,3.90%,80.6,39.8,40.8,65.1,30.2,34.9,72.2,17.1,18,12.1,25,37.1,89.9,37.5,37.4,7.9,7.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.50%,99.20%,99.40%,Lowest Subgroup Rate: Black,95.70%,97.50%,95.70%,97.50%,23.90%,26.10%,25.00%,25.00%,0.61,0.502,0.568,0.424,0.606,0.425,0.601,0.405,0.59,0.434,0.602,0.405,0.591,0.423,0.639,0.418,0.548,0.406,0.594,0.41,NA,NA,,NA,,,K-12,3,NA,Platteville,Public school district,N,N
2018-19,4529,  NA,Cooperative Ed Serv Agcy 03,Potosi,73.5,Exceeds Expectations,K4,12,NA,333,0.00%,0.90%,0.90%,2.40%,0.00%,94.60%,1.20%,19.20%,29.40%,0.00%,0.00%,2.70%,63.6,32.2,31.4,75.6,37.8,37.8,67.5,37.2,30.3,NA,NA,NA,89.1,39.4,38,5.4,6.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.90%,100%,99.90%,Lowest Subgroup Rate: White,100%,99.80%,100%,99.80%,28.70%,21.30%,25.00%,25.00%,0.493,0.502,0.469,0.424,0.429,0.425,0.488,0.405,0.449,0.434,0.387,0.405,0.384,0.423,0.433,0.418,0.427,0.406,0.44,0.41,NA,NA,,NA,,,K-12,3,Rural,Potosi,Public school district,N,N
2018-19,4543,  NA,Cooperative Ed Serv Agcy 03,Prairie du Chien Area,77,Exceeds Expectations,K4,12,NA,"1,136",0.30%,1.10%,0.60%,2.30%,0.00%,92.90%,2.80%,12.70%,57.10%,0.00%,0.30%,1.90%,72.5,34.7,37.8,60.3,27.3,33,89.9,19.4,20.5,25,25,50,92.6,39.8,38.3,6.7,7.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.60%,98.70%,97.60%,98.80%,Lowest Subgroup Rate: SwD,95.30%,97.10%,95.30%,97.50%,10.30%,39.70%,25.00%,25.00%,0.514,0.502,0.532,0.424,0.461,0.425,0.496,0.405,0.516,0.434,0.543,0.405,0.474,0.423,0.559,0.418,0.438,0.406,0.547,0.41,NA,NA,,NA,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Mighty River Academy of Virtual Education.,,K-12,3,NA,Prairie du Chien,Public school district,N,N
2018-19,4851,  NA,Cooperative Ed Serv Agcy 03,Richland,70.4,Meets Expectations,K4,12,NA,"1,299",0.10%,0.70%,1.80%,7.40%,0.00%,87.50%,2.50%,19.20%,60.60%,3.20%,1.90%,6.10%,57.1,29.1,28,65.1,30.2,34.9,71,35.5,35.5,NA,NA,NA,83.1,35.4,37,5.4,5.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.30%,97.30%,97.30%,97.30%,Lowest Subgroup Rate: SwD,96.40%,93.80%,96.40%,94.20%,7.90%,42.10%,25.00%,25.00%,0.443,0.502,0.376,0.424,0.325,0.425,0.334,0.405,0.398,0.434,0.328,0.405,0.369,0.423,0.351,0.418,0.341,0.406,0.373,0.41,NA,NA,,NA,,,K-12,3,Rural,Richland Center,Public school district,N,N
2018-19,4904,  NA,Cooperative Ed Serv Agcy 03,River Ridge,84.2,Significantly Exceeds Expectations,K4,12,NA,542,0.40%,0.00%,0.70%,5.20%,0.00%,91.50%,2.20%,13.10%,45.80%,1.70%,0.00%,1.80%,70.4,33.1,37.3,88.8,42.5,46.3,83.4,41.2,42.2,NA,NA,NA,88.9,38.9,38.1,5.2,6.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.60%,99.70%,99.60%,Lowest Subgroup Rate: SwD,97.60%,97.10%,97.60%,97.10%,17.80%,32.20%,25.00%,25.00%,0.49,0.502,0.457,0.424,0.391,0.425,0.382,0.405,0.436,0.434,0.504,0.405,0.404,0.423,0.541,0.418,0.437,0.406,0.515,0.41,NA,NA,,NA,,,K-12,3,Rural,Patch Grove,Public school district,N,N
2018-19,5523,  NA,Cooperative Ed Serv Agcy 03,River Valley,76.7,Exceeds Expectations,K4,12,NA,"1,194",0.20%,0.60%,1.40%,2.70%,0.10%,93.00%,2.00%,16.10%,33.80%,1.40%,0.00%,2.30%,68.2,34.5,33.7,65.1,34,31.1,84.7,17.2,17.5,25,25,50,88.8,39.1,36.7,6,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.70%,98.10%,97.50%,98.10%,Lowest Subgroup Rate: Hispanic,96.30%,97.10%,88.90%,94.10%,25.80%,24.20%,25.00%,25.00%,0.596,0.502,0.49,0.424,0.476,0.425,0.454,0.405,0.517,0.434,0.494,0.405,0.478,0.423,0.461,0.418,0.436,0.406,0.438,0.41,NA,NA,,NA,,,K-12,3,Rural,Spring Green,Public school district,N,N
2018-19,3850,  NA,Cooperative Ed Serv Agcy 03,Riverdale,72.3,Meets Expectations,K4,12,NA,695,0.30%,0.40%,0.90%,1.70%,0.00%,93.70%,3.00%,23.70%,52.80%,0.10%,0.10%,5.00%,61.8,31.2,30.6,73.7,37.8,35.9,63.6,32.6,31,NA,NA,NA,84.4,36.9,36.3,7,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,98.90%,98.50%,98.90%,Lowest Subgroup Rate: SwD,97.00%,98.20%,97.00%,98.20%,13.10%,36.90%,25.00%,25.00%,0.453,0.502,0.388,0.424,0.425,0.425,0.391,0.405,0.405,0.434,0.414,0.405,0.445,0.423,0.418,0.418,0.386,0.406,0.411,0.41,NA,NA,,NA,,,K-12,3,Rural,Muscoda,Public school district,N,N
2018-19,5124,  NA,Cooperative Ed Serv Agcy 03,Seneca Area,69.4,Meets Expectations,K4,12,NA,290,0.70%,0.00%,1.00%,1.40%,0.00%,94.80%,2.10%,11.70%,53.80%,0.00%,0.00%,4.50%,69.3,36.5,32.8,59.4,33,26.4,66.6,35.8,30.8,NA,NA,NA,87.4,35.2,37.5,7.9,6.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,99.00%,98.50%,99.00%,Lowest Subgroup Rate: Econ Disadv,97.30%,99.20%,97.30%,99.20%,12.50%,37.50%,25.00%,25.00%,0.569,0.502,0.449,0.424,0.529,0.425,0.503,0.405,0.512,0.434,0.468,0.405,0.537,0.423,0.453,0.418,0.455,0.406,0.397,0.41,NA,NA,,NA,,,K-12,3,Rural,Seneca,Public school district,N,N
2018-19,5362,  NA,Cooperative Ed Serv Agcy 03,Shullsburg,64.8,Meets Expectations,K4,12,NA,370,0.00%,0.00%,0.00%,11.10%,0.00%,87.80%,1.10%,15.10%,44.30%,5.70%,0.00%,6.20%,64.4,33.7,30.7,63.2,31.1,32.1,51.4,23.1,28.3,NA,NA,NA,80.3,32,36.9,5.8,5.6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.50%,99.10%,99.50%,Lowest Subgroup Rate: Econ Disadv,99.00%,99.30%,99.00%,99.30%,18.80%,31.20%,25.00%,25.00%,0.591,0.502,0.445,0.424,0.502,0.425,0.447,0.405,0.457,0.434,0.401,0.405,0.457,0.423,0.392,0.418,0.441,0.406,0.441,0.41,NA,NA,,NA,,,K-12,3,Rural,Shullsburg,Public school district,N,N
2018-19,2485,  NA,Cooperative Ed Serv Agcy 03,Southwestern Wisconsin,79.9,Exceeds Expectations,K4,12,NA,521,0.00%,0.20%,1.50%,2.10%,0.00%,95.80%,0.40%,12.30%,37.00%,0.60%,0.00%,2.30%,68.9,33.7,35.2,74.6,34.9,39.7,83.7,40.6,43.1,NA,NA,NA,92.2,39.1,38.2,8.6,6.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.50%,100%,99.50%,Lowest Subgroup Rate: White,100%,99.60%,100%,99.50%,23.70%,26.30%,25.00%,25.00%,0.548,0.502,0.427,0.424,0.378,0.425,0.403,0.405,0.388,0.434,0.386,0.405,0.454,0.423,0.524,0.418,0.46,0.406,0.513,0.41,NA,NA,,NA,,,K-12,3,Rural,Hazel Green,Public school district,N,N
2018-19,6251,  NA,Cooperative Ed Serv Agcy 03,Wauzeka-Steuben,70,Meets Expectations,K4,12,NA,282,0.00%,0.40%,1.10%,0.70%,0.00%,95.40%,2.50%,14.20%,62.40%,0.40%,0.00%,11.30%,59.6,29.1,30.5,64.2,30.2,34,67,29.8,37.2,NA,NA,NA,85.8,38,37.8,5.8,4.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,97.90%,98.90%,97.90%,Lowest Subgroup Rate: SwD,96.30%,92.20%,96.30%,92.20%,6.70%,43.30%,25.00%,25.00%,0.449,0.502,0.472,0.424,0.455,0.425,0.394,0.405,0.339,0.434,0.375,0.405,0.371,0.423,0.433,0.418,0.304,0.406,0.39,0.41,NA,NA,,NA,,,K-12,3,Rural,Wauzeka,Public school district,N,N
2018-19,6354,  NA,Cooperative Ed Serv Agcy 03,Weston,62.6,Meets Few Expectations,K4,12,NA,278,2.90%,1.10%,0.00%,2.90%,0.00%,91.70%,1.40%,10.40%,52.20%,0.70%,0.00%,2.50%,49.6,26.5,23.1,49.9,26.4,23.5,65.2,32.6,32.6,NA,NA,NA,85.6,39.2,38.1,5.3,3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.30%,99.50%,99.50%,Lowest Subgroup Rate: Econ Disadv,98.00%,98.60%,99.00%,98.90%,13.50%,36.50%,25.00%,25.00%,0.487,0.502,0.34,0.424,0.386,0.425,0.299,0.405,0.316,0.434,0.262,0.405,0.327,0.423,0.269,0.418,0.256,0.406,0.206,0.41,NA,NA,,NA,,,K-12,3,Rural,Cazenovia,Public school district,N,N
2018-19,84,  NA,Cooperative Ed Serv Agcy 04,Alma,78.4,Exceeds Expectations,K4,12,NA,246,0.00%,1.20%,0.00%,5.30%,0.00%,91.90%,1.60%,17.10%,36.20%,0.00%,0.00%,2.40%,65,34.3,30.7,83.2,43.5,39.7,78.5,41,37.5,NA,NA,NA,86.4,38.4,37.7,5.4,4.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,99.40%,98.80%,99.40%,Lowest Subgroup Rate: SwD,96.30%,98.90%,96.30%,98.90%,24.20%,25.80%,25.00%,25.00%,0.516,0.502,0.458,0.424,0.447,0.425,0.427,0.405,0.474,0.434,0.368,0.405,0.419,0.423,0.375,0.418,0.503,0.406,0.427,0.41,NA,NA,,NA,,,K-12,4,Rural,Alma,Public school district,N,N
2018-19,91,  NA,Cooperative Ed Serv Agcy 04,Alma Center,73.1,Exceeds Expectations,K4,12,NA,607,2.10%,0.20%,0.80%,13.70%,0.50%,80.70%,2.00%,13.50%,58.00%,4.90%,0.00%,4.30%,62.7,31.9,30.8,65.1,35.9,29.2,77.9,19.1,19.1,14.7,25,39.7,85.4,36.8,38.1,5.5,5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.00%,97.40%,97.00%,97.30%,Lowest Subgroup Rate: SwD,91.20%,94.10%,91.20%,94.10%,9.70%,40.30%,25.00%,25.00%,0.457,0.502,0.341,0.424,0.383,0.425,0.385,0.405,0.454,0.434,0.435,0.405,0.409,0.423,0.451,0.418,0.412,0.406,0.375,0.41,NA,NA,,NA,,,K-12,4,Rural,Alma Center,Public school district,N,N
2018-19,154,  NA,Cooperative Ed Serv Agcy 04,Arcadia,64.2,Meets Expectations,K4,12,NA,"1,302",0.20%,0.10%,0.70%,67.00%,0.00%,31.60%,0.50%,10.10%,70.70%,41.10%,0.00%,4.10%,48.3,26.7,21.6,60.4,35.9,24.5,55.1,16.6,15.2,11.2,12.1,23.3,83.3,36.7,38.1,4.6,3.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.30%,99.50%,99.50%,Lowest Subgroup Rate: SwD,96.80%,97.00%,97.90%,97.40%,5.00%,45.00%,25.00%,25.00%,0.486,0.502,0.399,0.424,0.347,0.425,0.285,0.405,0.327,0.434,0.267,0.405,0.363,0.423,0.256,0.418,0.276,0.406,0.198,0.41,NA,NA,,NA,,,K-12,4,NA,Arcadia,Public school district,N,N
2018-19,245,  NA,Cooperative Ed Serv Agcy 04,Bangor,74.6,Exceeds Expectations,K4,12,NA,588,0.20%,1.70%,0.90%,3.40%,0.00%,93.00%,0.90%,9.20%,32.50%,1.70%,0.00%,2.60%,72.8,36.4,36.4,55.6,24.5,31.1,76.5,38.1,38.4,NA,NA,NA,92.2,39.2,38.1,8.2,6.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,99.50%,98.80%,99.50%,Lowest Subgroup Rate: White,98.70%,99.50%,98.70%,99.50%,26.70%,23.30%,25.00%,25.00%,0.572,0.502,0.504,0.424,0.542,0.425,0.515,0.405,0.561,0.434,0.561,0.405,0.491,0.423,0.52,0.418,0.501,0.406,0.486,0.41,NA,NA,,NA,,,K-12,4,Rural,Bangor,Public school district,N,N
2018-19,476,  NA,Cooperative Ed Serv Agcy 04,Black River Falls,62.2,Meets Few Expectations,K4,12,NA,"1,742",23.20%,0.20%,1.40%,3.80%,0.10%,66.80%,4.50%,15.90%,57.70%,0.00%,0.00%,5.50%,48.2,25.5,22.7,51.8,27.3,24.5,64.5,18.8,18.8,14.9,12,26.9,82,36.3,36.3,5.1,4.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.20%,98.00%,97.40%,98.10%,Lowest Subgroup Rate: Two or More,90.60%,93.70%,90.60%,93.70%,9.90%,40.10%,25.00%,25.00%,0.384,0.502,0.266,0.424,0.305,0.425,0.262,0.405,0.315,0.434,0.273,0.405,0.337,0.423,0.267,0.418,0.289,0.406,0.255,0.41,NA,NA,,NA,,,K-12,4,NA,Black River Falls,Public school district,N,N
